acetyl-CoA	B-X
carboxylase	B-X
have	B-X
previously	B-X
been	B-X
determined	B-X
.	B-X
Comparative	B-X
analysis	B-X
of	B-X
these	B-X
structures	B-X
provided	B-X
evidence	B-X
for	B-X
small	B-X
,	B-X
localized	B-X
conformational	B-X
changes	B-X
in	B-X
the	B-X
biotin-binding	B-X
region	B-X
upon	B-X
biotinylation	B-X
of	B-X
the	B-X
protein	B-X
.	B-X
Since	B-X
the	B-X
dynamic	B-X
properties	B-X
of	B-X
proteins	B-X
are	B-X
correlated	B-X
with	B-X
local	B-X
structural	B-X
environments	B-X
,	B-X
we	B-X
have	B-X
determined	B-X
the	B-X
relaxation	B-X
parameters	B-X
of	B-X
the	B-X
backbone	B-X
15N	B-X
nuclear	B-X
spins	B-X
of	B-X
holoBCCP87	B-X
,	B-X
and	B-X
compared	B-X
these	B-X
with	B-X
the	B-X
data	B-X
obtained	B-X
for	B-X
the	B-X
apo	B-X
protein	B-X
.	B-X
The	B-X
results	B-X
indicate	B-X
that	B-X
upon	B-X
biotinylation	B-X
,	B-X
the	B-X
inherent	B-X
mobility	B-X
of	B-X
the	B-X
biotin-binding	B-X
region	B-X
and	B-X
the	B-X
protruding	B-X
thumb	B-X
,	B-X
with	B-X
which	B-X
the	B-X
biotin	B-X
group	B-X
interacts	B-X
in	B-X
the	B-X
holo	B-X
protein	B-X
,	B-X
are	B-X
significantly	B-X
reduced	B-X
.	B-X

The	O
biotin	B-Protein
carboxyl	I-Protein
carrier	I-Protein
protein	I-Protein
(	O
BCCP	B-Protein
)	O
is	O
a	O
subunit	O
of	O
acetyl	O
-	O
CoA	O
carboxylase	O
,	O
a	O
biotin	O
-	O
dependent	O
enzyme	O
that	O
catalyzes	O
the	O
first	O
committed	O
step	O
of	O
fatty	O
acid	O
biosynthesis	O
.	O
<EOS>	B-X
Acetyl-CoA	B-X
carboxylase	B-X
(	B-X
ACCase	B-X
)	B-X
catalyzes	B-X
the	B-X
first	B-X
committed	B-X
step	B-X
in	B-X
the	B-X
The	B-X
biotin	B-X
carboxyl	B-X
carrier	B-X
protein	B-X
(	B-X
BCCP	B-X
)	B-X
is	B-X
a	B-X
subunit	B-X
of	B-X
acetyl-CoA	B-X
carboxylase	B-X
,	B-X
a	B-X
biotin-dependent	B-X
enzyme	B-X
that	B-X
catalyzes	B-X
the	B-X
first	B-X
committed	B-X
step	B-X
of	B-X
fatty	B-X
acid	B-X
biosynthesis	B-X
.	B-X
In	B-X
its	B-X
functional	B-X
cycle	B-X
,	B-X
this	B-X
protein	B-X
engages	B-X
in	B-X
heterologous	B-X
protein-protein	B-X
interactions	B-X
with	B-X
three	B-X
distinct	B-X
partners	B-X
,	B-X
depending	B-X
on	B-X
its	B-X
state	B-X
of	B-X
post-translational	B-X
modification	B-X
.	B-X
Apo-BCCP	B-X
interacts	B-X
specifically	B-X
with	B-X
the	B-X
biotin	B-X
holoenzyme	B-X
synthetase	B-X
,	B-X
BirA	B-X
,	B-X
which	B-X
results	B-X
in	B-X
the	B-X
post-translational	B-X
attachment	B-X
of	B-X
biotin	B-X
to	B-X
a	B-X
single	B-X
lysine	B-X
residue	B-X
on	B-X
BCCP	B-X
.	B-X
Holo-BCCP	B-X
then	B-X
interacts	B-X
with	B-X
the	B-X
biotin	B-X
carboxylase	B-X
subunit	B-X
of	B-X
acetyl-CoA	B-X
carboxylase	B-X
,	B-X
which	B-X
leads	B-X
to	B-X
the	B-X
addition	B-X
of	B-X
the	B-X
carboxylate	B-X
group	B-X
of	B-X
bicarbonate	B-X
to	B-X
biotin	B-X
.	B-X
Finally	B-X
,	B-X
the	B-X
carboxy-biotinylated	B-X
form	B-X
of	B-X
BCCP	B-X
interacts	B-X
with	B-X
transcarboxylase	B-X
in	B-X
the	B-X
transfer	B-X
of	B-X
the	B-X
carboxylate	B-X
to	B-X
acetyl-CoA	B-X
to	B-X
form	B-X
malonyl-CoA	B-X
.	B-X
The	B-X
determinants	B-X
of	B-X
protein-protein	B-X
interaction	B-X
specificity	B-X
in	B-X
this	B-X
system	B-X
are	B-X
unknown	B-X
.	B-X
The	B-X
NMR	B-X
solution	B-X
structure	B-X
of	B-X
the	B-X
unbiotinylated	B-X
form	B-X
of	B-X
an	B-X
87	B-X
residue	B-X
C-terminal	B-X
domain	B-X
fragment	B-X
(	B-X
residue	B-X
70-156	B-X
)	B-X
of	B-X
BCCP	B-X
(	B-X
holoBCCP87	B-X
)	B-X
and	B-X
the	B-X
crystal	B-X
structure	B-X
of	B-X
the	B-X
biotinylated	B-X
form	B-X
of	B-X
a	B-X
C-terminal	B-X
fragment	B-X
(	B-X
residue	B-X
77-156	B-X
)	B-X
of	B-X
BCCP	B-X
from	B-X
Escherichia	B-X
coli	B-X
acetyl-CoA	B-X
carboxylase	B-X
have	B-X
previously	B-X
been	B-X
determined	B-X
.	B-X
Comparative	B-X
analysis	B-X
of	B-X
these	B-X
structures	B-X
provided	B-X
evidence	B-X
for	B-X
small	B-X
,	B-X
localized	B-X
conformational	B-X
changes	B-X
in	B-X
the	B-X
biotin-binding	B-X
region	B-X
upon	B-X
biotinylation	B-X
of	B-X
the	B-X
protein	B-X
.	B-X
These	B-X
structural	B-X
changes	B-X
may	B-X
be	B-X
important	B-X
for	B-X
regulating	B-X
specific	B-X
protein-protein	B-X
interactions	B-X
.	B-X
Since	B-X
the	B-X
dynamic	B-X
properties	B-X
of	B-X
proteins	B-X
are	B-X
correlated	B-X
with	B-X
local	B-X
structural	B-X
environments	B-X
,	B-X
we	B-X
have	B-X
determined	B-X
the	B-X
relaxation	B-X
parameters	B-X
of	B-X
the	B-X
backbone	B-X
15N	B-X
nuclear	B-X
spins	B-X
of	B-X
holoBCCP87	B-X
,	B-X
and	B-X
compared	B-X
these	B-X
with	B-X
the	B-X
data	B-X
obtained	B-X
for	B-X
the	B-X
apo	B-X
protein	B-X
.	B-X
The	B-X
results	B-X
indicate	B-X
that	B-X
upon	B-X
biotinylation	B-X
,	B-X
the	B-X
inherent	B-X
mobility	B-X
of	B-X
the	B-X
biotin-binding	B-X
region	B-X
and	B-X
the	B-X
protruding	B-X
thumb	B-X
,	B-X
with	B-X
which	B-X
the	B-X
biotin	B-X
group	B-X
interacts	B-X
in	B-X
the	B-X
holo	B-X
protein	B-X
,	B-X
are	B-X
significantly	B-X
reduced	B-X
.	B-X

In	O
its	O
functional	O
cycle	O
,	O
this	O
protein	O
engages	O
in	O
heterologous	O
protein	O
-	O
protein	O
interactions	O
with	O
three	O
distinct	O
partners	O
,	O
depending	O
on	O
its	O
state	O
of	O
post	O
-	O
translational	O
modification	O
.	O
<EOS>	B-X
The	B-X
biotin	B-X
carboxyl	B-X
carrier	B-X
protein	B-X
(	B-X
BCCP	B-X
)	B-X
is	B-X
a	B-X
subunit	B-X
of	B-X
acetyl-CoA	B-X
carboxylase	B-X
,	B-X
a	B-X
biotin-dependent	B-X
enzyme	B-X
that	B-X
catalyzes	B-X
the	B-X
first	B-X
committed	B-X
step	B-X
of	B-X
fatty	B-X
acid	B-X
biosynthesis	B-X
.	B-X
In	B-X
its	B-X
functional	B-X
cycle	B-X
,	B-X
this	B-X
protein	B-X
engages	B-X
in	B-X
heterologous	B-X
protein-protein	B-X
interactions	B-X
with	B-X
three	B-X
distinct	B-X
partners	B-X
,	B-X
depending	B-X
on	B-X
its	B-X
state	B-X
of	B-X
post-translational	B-X
modification	B-X
.	B-X
Apo-BCCP	B-X
interacts	B-X
specifically	B-X
with	B-X
the	B-X
biotin	B-X
holoenzyme	B-X
synthetase	B-X
,	B-X
BirA	B-X
,	B-X
which	B-X
results	B-X
in	B-X
the	B-X
post-translational	B-X
attachment	B-X
of	B-X
biotin	B-X
to	B-X
a	B-X
single	B-X
lysine	B-X
residue	B-X
on	B-X
BCCP	B-X
.	B-X
The	B-X
determinants	B-X
of	B-X
protein-protein	B-X
interaction	B-X
specificity	B-X
in	B-X
this	B-X
system	B-X
are	B-X
unknown	B-X
.	B-X
Comparative	B-X
analysis	B-X
of	B-X
these	B-X
structures	B-X
provided	B-X
evidence	B-X
for	B-X
small	B-X
,	B-X
localized	B-X
conformational	B-X
changes	B-X
in	B-X
the	B-X
biotin-binding	B-X
region	B-X
upon	B-X
biotinylation	B-X
of	B-X
the	B-X
protein	B-X
.	B-X
These	B-X
structural	B-X
changes	B-X
may	B-X
be	B-X
important	B-X
for	B-X
regulating	B-X
specific	B-X
protein-protein	B-X
interactions	B-X
.	B-X
Since	B-X
the	B-X
dynamic	B-X
properties	B-X
of	B-X
proteins	B-X
are	B-X
correlated	B-X
with	B-X
local	B-X
structural	B-X
environments	B-X
,	B-X
we	B-X
have	B-X
determined	B-X
the	B-X
relaxation	B-X
parameters	B-X
of	B-X
the	B-X
backbone	B-X
15N	B-X
nuclear	B-X
spins	B-X
of	B-X
holoBCCP87	B-X
,	B-X
and	B-X
compared	B-X
these	B-X
with	B-X
the	B-X
data	B-X
obtained	B-X
for	B-X
the	B-X
apo	B-X
protein	B-X
.	B-X
The	B-X
results	B-X
indicate	B-X
that	B-X
upon	B-X
biotinylation	B-X
,	B-X
the	B-X
inherent	B-X
mobility	B-X
of	B-X
the	B-X
biotin-binding	B-X
region	B-X
and	B-X
the	B-X
protruding	B-X
thumb	B-X
,	B-X
with	B-X
which	B-X
the	B-X
biotin	B-X
group	B-X
interacts	B-X
in	B-X
the	B-X
holo	B-X
protein	B-X
,	B-X
are	B-X
significantly	B-X
reduced	B-X
.	B-X

Apo	O
-	O
BCCP	B-Protein
interacts	O
specifically	O
with	O
the	O
biotin	O
holoenzyme	O
synthetase	O
,	O
BirA	B-Protein
,	O
which	O
results	O
in	O
the	O
post	O
-	O
translational	O
attachment	O
of	O
biotin	O
to	O
a	O
single	O
lysine	O
residue	O
on	O
BCCP	B-Protein
.	O
<EOS>	B-X
The	B-X
biotin	B-X
carboxyl	B-X
carrier	B-X
protein	B-X
(	B-X
BCCP	B-X
)	B-X
is	B-X
a	B-X
subunit	B-X
of	B-X
acetyl-CoA	B-X
carboxylase	B-X
,	B-X
a	B-X
biotin-dependent	B-X
enzyme	B-X
that	B-X
catalyzes	B-X
the	B-X
first	B-X
committed	B-X
step	B-X
of	B-X
fatty	B-X
acid	B-X
biosynthesis	B-X
.	B-X
In	B-X
its	B-X
functional	B-X
cycle	B-X
,	B-X
this	B-X
protein	B-X
engages	B-X
in	B-X
heterologous	B-X
protein-protein	B-X
interactions	B-X
with	B-X
three	B-X
distinct	B-X
partners	B-X
,	B-X
depending	B-X
on	B-X
its	B-X
state	B-X
of	B-X
post-translational	B-X
modification	B-X
.	B-X
Apo-BCCP	B-X
interacts	B-X
specifically	B-X
with	B-X
the	B-X
biotin	B-X
holoenzyme	B-X
synthetase	B-X
,	B-X
BirA	B-X
,	B-X
which	B-X
results	B-X
in	B-X
the	B-X
post-translational	B-X
attachment	B-X
of	B-X
biotin	B-X
to	B-X
a	B-X
single	B-X
lysine	B-X
residue	B-X
on	B-X
BCCP	B-X
.	B-X
Holo-BCCP	B-X
then	B-X
interacts	B-X
with	B-X
the	B-X
biotin	B-X
carboxylase	B-X
subunit	B-X
of	B-X
acetyl-CoA	B-X
carboxylase	B-X
,	B-X
which	B-X
leads	B-X
to	B-X
the	B-X
addition	B-X
of	B-X
the	B-X
carboxylate	B-X
group	B-X
of	B-X
bicarbonate	B-X
to	B-X
biotin	B-X
.	B-X
Finally	B-X
,	B-X
the	B-X
carboxy-biotinylated	B-X
form	B-X
of	B-X
BCCP	B-X
interacts	B-X
with	B-X
transcarboxylase	B-X
in	B-X
the	B-X
transfer	B-X
of	B-X
the	B-X
carboxylate	B-X
to	B-X
acetyl-CoA	B-X
to	B-X
form	B-X
malonyl-CoA	B-X
.	B-X
The	B-X
NMR	B-X
solution	B-X
structure	B-X
of	B-X
the	B-X
unbiotinylated	B-X
form	B-X
of	B-X
an	B-X
87	B-X
residue	B-X
C-terminal	B-X
domain	B-X
fragment	B-X
(	B-X
residue	B-X
70-156	B-X
)	B-X
of	B-X
BCCP	B-X
(	B-X
holoBCCP87	B-X
)	B-X
and	B-X
the	B-X
crystal	B-X
structure	B-X
of	B-X
the	B-X
biotinylated	B-X
form	B-X
of	B-X
a	B-X
C-terminal	B-X
fragment	B-X
(	B-X
residue	B-X
77-156	B-X
)	B-X
of	B-X
BCCP	B-X
from	B-X
Escherichia	B-X
coli	B-X
acetyl-CoA	B-X
carboxylase	B-X
have	B-X
previously	B-X
been	B-X
determined	B-X
.	B-X
Comparative	B-X
analysis	B-X
of	B-X
these	B-X
structures	B-X
provided	B-X
evidence	B-X
for	B-X
small	B-X
,	B-X
localized	B-X
conformational	B-X
changes	B-X
in	B-X
the	B-X
biotin-binding	B-X
region	B-X
upon	B-X
biotinylation	B-X
of	B-X
the	B-X
protein	B-X
.	B-X
Since	B-X
the	B-X
dynamic	B-X
properties	B-X
of	B-X
proteins	B-X
are	B-X
correlated	B-X
with	B-X
local	B-X
structural	B-X
environments	B-X
,	B-X
we	B-X
have	B-X
determined	B-X
the	B-X
relaxation	B-X
parameters	B-X
of	B-X
the	B-X
backbone	B-X
15N	B-X
nuclear	B-X
spins	B-X
of	B-X
holoBCCP87	B-X
,	B-X
and	B-X
compared	B-X
these	B-X
with	B-X
the	B-X
data	B-X
obtained	B-X
for	B-X
the	B-X
apo	B-X
protein	B-X
.	B-X
The	B-X
results	B-X
indicate	B-X
that	B-X
upon	B-X
biotinylation	B-X
,	B-X
the	B-X
inherent	B-X
mobility	B-X
of	B-X
the	B-X
biotin-binding	B-X
region	B-X
and	B-X
the	B-X
protruding	B-X
thumb	B-X
,	B-X
with	B-X
which	B-X
the	B-X
biotin	B-X
group	B-X
interacts	B-X
in	B-X
the	B-X
holo	B-X
protein	B-X
,	B-X
are	B-X
significantly	B-X
reduced	B-X
.	B-X

Holo	O
-	O
BCCP	B-Protein
then	O
interacts	O
with	O
the	O
biotin	B-Protein
carboxylase	I-Protein
subunit	I-Protein
of	I-Protein
acetyl	I-Protein
-	I-Protein
CoA	I-Protein
carboxylase	I-Protein
,	O
which	O
leads	O
to	O
the	O
addition	O
of	O
the	O
carboxylate	O
group	O
of	O
bicarbonate	O
to	O
biotin	O
.	O

Finally	O
,	O
the	O
carboxy	O
-	O
biotinylated	O
form	O
of	O
BCCP	B-Protein
interacts	O
with	O
transcarboxylase	B-Protein
in	O
the	O
transfer	O
of	O
the	O
carboxylate	O
to	O
acetyl	O
-	O
CoA	O
to	O
form	O
malonyl	O
-	O
CoA	O
.	O
<EOS>	B-X
The	B-X
biotin	B-X
carboxyl	B-X
carrier	B-X
protein	B-X
(	B-X
BCCP	B-X
)	B-X
is	B-X
a	B-X
subunit	B-X
of	B-X
acetyl-CoA	B-X
carboxylase	B-X
,	B-X
a	B-X
biotin-dependent	B-X
enzyme	B-X
that	B-X
catalyzes	B-X
the	B-X
first	B-X
committed	B-X
step	B-X
of	B-X
fatty	B-X
acid	B-X
biosynthesis	B-X
.	B-X
Apo-BCCP	B-X
interacts	B-X
specifically	B-X
with	B-X
the	B-X
biotin	B-X
holoenzyme	B-X
synthetase	B-X
,	B-X
BirA	B-X
,	B-X
which	B-X
results	B-X
in	B-X
the	B-X
post-translational	B-X
attachment	B-X
of	B-X
biotin	B-X
to	B-X
a	B-X
single	B-X
lysine	B-X
residue	B-X
on	B-X
BCCP	B-X
.	B-X
Holo-BCCP	B-X
then	B-X
interacts	B-X
with	B-X
the	B-X
biotin	B-X
carboxylase	B-X
subunit	B-X
of	B-X
acetyl-CoA	B-X
carboxylase	B-X
,	B-X
which	B-X
leads	B-X
to	B-X
the	B-X
addition	B-X
of	B-X
the	B-X
carboxylate	B-X
group	B-X
of	B-X
bicarbonate	B-X
to	B-X
biotin	B-X
.	B-X
Finally	B-X
,	B-X
the	B-X
carboxy-biotinylated	B-X
form	B-X
of	B-X
BCCP	B-X
interacts	B-X
with	B-X
transcarboxylase	B-X
in	B-X
the	B-X
transfer	B-X
of	B-X
the	B-X
carboxylate	B-X
to	B-X
acetyl-CoA	B-X
to	B-X
form	B-X
malonyl-CoA	B-X
.	B-X
The	B-X
NMR	B-X
solution	B-X
structure	B-X
of	B-X
the	B-X
unbiotinylated	B-X
form	B-X
of	B-X
an	B-X
87	B-X
residue	B-X
C-terminal	B-X
domain	B-X
fragment	B-X
(	B-X
residue	B-X
70-156	B-X
)	B-X
of	B-X
BCCP	B-X
(	B-X
holoBCCP87	B-X
)	B-X
and	B-X
the	B-X
crystal	B-X
structure	B-X
of	B-X
the	B-X
biotinylated	B-X
form	B-X
of	B-X
a	B-X
C-terminal	B-X
fragment	B-X
(	B-X
residue	B-X
77-156	B-X
)	B-X
of	B-X
BCCP	B-X
from	B-X
Escherichia	B-X
coli	B-X
acetyl-CoA	B-X
carboxylase	B-X
have	B-X
previously	B-X
been	B-X
determined	B-X
.	B-X
Comparative	B-X
analysis	B-X
of	B-X
these	B-X
structures	B-X
provided	B-X
evidence	B-X
for	B-X
small	B-X
,	B-X
localized	B-X
conformational	B-X
changes	B-X
in	B-X
the	B-X
biotin-binding	B-X
region	B-X
upon	B-X
biotinylation	B-X
of	B-X
the	B-X
protein	B-X
.	B-X
Since	B-X
the	B-X
dynamic	B-X
properties	B-X
of	B-X
proteins	B-X
are	B-X
correlated	B-X
with	B-X
local	B-X
structural	B-X
environments	B-X
,	B-X
we	B-X
have	B-X
determined	B-X
the	B-X
relaxation	B-X
parameters	B-X
of	B-X
the	B-X
backbone	B-X
15N	B-X
nuclear	B-X
spins	B-X
of	B-X
holoBCCP87	B-X
,	B-X
and	B-X
compared	B-X
these	B-X
with	B-X
the	B-X
data	B-X
obtained	B-X
for	B-X
the	B-X
apo	B-X
protein	B-X
.	B-X
The	B-X
results	B-X
indicate	B-X
that	B-X
upon	B-X
biotinylation	B-X
,	B-X
the	B-X
inherent	B-X
mobility	B-X
of	B-X
the	B-X
biotin-binding	B-X
region	B-X
and	B-X
the	B-X
protruding	B-X
thumb	B-X
,	B-X
with	B-X
which	B-X
the	B-X
biotin	B-X
group	B-X
interacts	B-X
in	B-X
the	B-X
holo	B-X
protein	B-X
,	B-X
are	B-X
significantly	B-X
reduced	B-X
.	B-X

The	O
determinants	O
of	O
protein	O
-	O
protein	O
interaction	O
specificity	O
in	O
this	O
system	O
are	O
unknown	O
.	O
<EOS>	B-X
A	B-X
fluid	B-X
mosaic	B-X
model	B-X
is	B-X
presented	B-X
for	B-X
the	B-X
gross	B-X
organization	B-X
and	B-X
structure	B-X
of	B-X
the	B-X
proteins	B-X
and	B-X
lipids	B-X
of	B-X
biological	B-X
membranes	B-X
.	B-X
In	B-X
this	B-X
model	B-X
,	B-X
the	B-X
proteins	B-X
that	B-X
are	B-X
integral	B-X
to	B-X
the	B-X
membrane	B-X
are	B-X
a	B-X
heterogeneous	B-X
set	B-X
of	B-X
globular	B-X
molecules	B-X
,	B-X
each	B-X
arranged	B-X
in	B-X
an	B-X
amphipathic	B-X
structure	B-X
,	B-X
that	B-X
is	B-X
,	B-X
with	B-X
the	B-X
ionic	B-X
and	B-X
highly	B-X
polar	B-X
groups	B-X
protruding	B-X
from	B-X
the	B-X
membrane	B-X
into	B-X
the	B-X
aqueous	B-X
phase	B-X
,	B-X
and	B-X
the	B-X
nonpolar	B-X
groups	B-X
largely	B-X
buried	B-X
in	B-X
the	B-X
hydrophobic	B-X
interior	B-X
of	B-X
the	B-X
membrane	B-X
.	B-X
The	B-X
bulk	B-X
of	B-X
the	B-X
phospholipid	B-X
is	B-X
organized	B-X
as	B-X
a	B-X
discontinuous	B-X
,	B-X
fluid	B-X
bilayer	B-X
,	B-X
although	B-X
a	B-X
small	B-X
fraction	B-X
of	B-X
the	B-X
lipid	B-X
may	B-X
interact	B-X
specifically	B-X
with	B-X
the	B-X
membrane	B-X
proteins	B-X
.	B-X
The	B-X
fluid	B-X
mosaic	B-X
structure	B-X
is	B-X
therefore	B-X
formally	B-X
analogous	B-X
to	B-X
a	B-X
two-dimensional	B-X
oriented	B-X
solution	B-X
of	B-X
integral	B-X
proteins	B-X
(	B-X
or	B-X
lipoproteins	B-X
)	B-X
in	B-X
the	B-X
viscous	B-X
phospholipid	B-X
bilayer	B-X
solvent	B-X
.	B-X
Recent	B-X
experiments	B-X
with	B-X
a	B-X
wide	B-X
variety	B-X
of	B-X
techniqes	B-X
and	B-X
several	B-X
different	B-X
membrane	B-X
systems	B-X
are	B-X
described	B-X
,	B-X
all	B-X
of	B-X
which	B-X
abet	B-X
consistent	B-X
with	B-X
,	B-X
and	B-X
add	B-X
much	B-X
detail	B-X
to	B-X
,	B-X
the	B-X
fluid	B-X
mosaic	B-X
model	B-X
.	B-X
As	B-X
examples	B-X
,	B-X
experimentally	B-X
testable	B-X
mechanisms	B-X
are	B-X
suggested	B-X
for	B-X
cell	B-X
surface	B-X
changes	B-X
in	B-X
malignant	B-X
transformation	B-X
,	B-X
and	B-X
for	B-X
cooperative	B-X
effects	B-X
exhibited	B-X
in	B-X
the	B-X
interactions	B-X
of	B-X
membranes	B-X
with	B-X
some	B-X
specific	B-X
ligands	B-X
.	B-X
This	B-X
aggregation	B-X
then	B-X
appears	B-X
to	B-X
trigger	B-X
off	B-X
the	B-X
pinocytosis	B-X
of	B-X
the	B-X
membrane	B-X
components	B-X
by	B-X
some	B-X
unknown	B-X
mechanism	B-X
.	B-X

The	O
NMR	O
solution	O
structure	O
of	O
the	O
unbiotinylated	O
form	O
of	O
an	O
87	O
residue	O
C	O
-	O
terminal	O
domain	O
fragment	O
(	O
residue	O
70	O
-	O
156	O
)	O
of	O
BCCP	B-Protein
(	O
holoBCCP87	B-Protein
)	O
and	O
the	O
crystal	O
structure	O
of	O
the	O
biotinylated	O
form	O
of	O
a	O
C	O
-	O
terminal	O
fragment	O
(	O
residue	O
77	O
-	O
156	O
)	O
of	O
BCCP	B-Protein
from	O
Escherichia	O
coli	O
acetyl	O
-	O
CoA	O
carboxylase	O
have	O
previously	O
been	O
determined	O
.	O

Comparative	O
analysis	O
of	O
these	O
structures	O
provided	O
evidence	O
for	O
small	O
,	O
localized	O
conformational	O
changes	O
in	O
the	O
biotin	O
-	O
binding	O
region	O
upon	O
biotinylation	O
of	O
the	O
protein	O
.	O
<EOS>	B-X
The	B-X
biotin	B-X
carboxyl	B-X
carrier	B-X
protein	B-X
(	B-X
BCCP	B-X
)	B-X
is	B-X
a	B-X
subunit	B-X
of	B-X
acetyl-CoA	B-X
carboxylase	B-X
,	B-X
a	B-X
biotin-dependent	B-X
enzyme	B-X
that	B-X
catalyzes	B-X
the	B-X
first	B-X
committed	B-X
step	B-X
of	B-X
fatty	B-X
acid	B-X
biosynthesis	B-X
.	B-X
In	B-X
its	B-X
functional	B-X
cycle	B-X
,	B-X
this	B-X
protein	B-X
engages	B-X
in	B-X
heterologous	B-X
protein-protein	B-X
interactions	B-X
with	B-X
three	B-X
distinct	B-X
partners	B-X
,	B-X
depending	B-X
on	B-X
its	B-X
state	B-X
of	B-X
post-translational	B-X
modification	B-X
.	B-X
Apo-BCCP	B-X
interacts	B-X
specifically	B-X
with	B-X
the	B-X
biotin	B-X
holoenzyme	B-X
synthetase	B-X
,	B-X
BirA	B-X
,	B-X
which	B-X
results	B-X
in	B-X
the	B-X
post-translational	B-X
attachment	B-X
of	B-X
biotin	B-X
to	B-X
a	B-X
single	B-X
lysine	B-X
residue	B-X
on	B-X
BCCP	B-X
.	B-X
Holo-BCCP	B-X
then	B-X
interacts	B-X
with	B-X
the	B-X
biotin	B-X
carboxylase	B-X
subunit	B-X
of	B-X
acetyl-CoA	B-X
carboxylase	B-X
,	B-X
which	B-X
leads	B-X
to	B-X
the	B-X
addition	B-X
of	B-X
the	B-X
carboxylate	B-X
group	B-X
of	B-X
bicarbonate	B-X
to	B-X
biotin	B-X
.	B-X
Finally	B-X
,	B-X
the	B-X
carboxy-biotinylated	B-X
form	B-X
of	B-X
BCCP	B-X
interacts	B-X
with	B-X
transcarboxylase	B-X
in	B-X
the	B-X
transfer	B-X
of	B-X
the	B-X
carboxylate	B-X
to	B-X
acetyl-CoA	B-X
to	B-X
form	B-X
malonyl-CoA	B-X
.	B-X
The	B-X
determinants	B-X
of	B-X
protein-protein	B-X
interaction	B-X
specificity	B-X
in	B-X
this	B-X
system	B-X
are	B-X
unknown	B-X
.	B-X
The	B-X
NMR	B-X
solution	B-X
structure	B-X
of	B-X
the	B-X
unbiotinylated	B-X
form	B-X
of	B-X
an	B-X
87	B-X
residue	B-X
C-terminal	B-X
domain	B-X
fragment	B-X
(	B-X
residue	B-X
70-156	B-X
)	B-X
of	B-X
BCCP	B-X
(	B-X
holoBCCP87	B-X
)	B-X
and	B-X
the	B-X
crystal	B-X
structure	B-X
of	B-X
the	B-X
biotinylated	B-X
form	B-X
of	B-X
a	B-X
C-terminal	B-X
fragment	B-X
(	B-X
residue	B-X
77-156	B-X
)	B-X
of	B-X
BCCP	B-X
from	B-X
Escherichia	B-X
coli	B-X
acetyl-CoA	B-X
carboxylase	B-X
have	B-X
previously	B-X
been	B-X
determined	B-X
.	B-X
Comparative	B-X
analysis	B-X
of	B-X
these	B-X
structures	B-X
provided	B-X
evidence	B-X
for	B-X
